sample,region,X,Y
12081866,EAST_OF_ENGLAND,506000,222000
12160260,EAST_OF_ENGLAND,557000,235000
12160310,EAST_OF_ENGLAND,618000,278000
12160865,EAST_OF_ENGLAND,558000,192000
12161954,EAST_OF_ENGLAND,582000,189000
12162490,EAST_OF_ENGLAND,564000,303000
12169508,EAST_OF_ENGLAND,580000,235000
12180917,EAST_OF_ENGLAND,563000,196000
12240056,EAST_OF_ENGLAND,641000,282000
12240819,EAST_OF_ENGLAND,544000,257000
12278834,EAST_OF_ENGLAND,524000,262000
12313230,EAST_OF_ENGLAND,600000,267000
12616294,EAST_OF_ENGLAND,573000,194000
12641722,EAST_OF_ENGLAND,586000,264000
12730434,EAST_OF_ENGLAND,509000,213000
12730453,EAST_OF_ENGLAND,575000,194000
12730454,EAST_OF_ENGLAND,595000,297000
12730473,EAST_OF_ENGLAND,599000,296000
12730491,EAST_OF_ENGLAND,615000,246000
12730515,EAST_OF_ENGLAND,508000,204000
12730516,EAST_OF_ENGLAND,616000,303000
12730534,EAST_OF_ENGLAND,584000,254000
12731044,EAST_OF_ENGLAND,585000,263000
12731148,EAST_OF_ENGLAND,602000,193000
12731285,EAST_OF_ENGLAND,537000,276000
12736138,EAST_OF_ENGLAND,523000,251000
12739095,EAST_OF_ENGLAND,592000,294000
12837678,EAST_OF_ENGLAND,620000,310000
13039633,EAST_OF_ENGLAND,563000,195000
13276313,EAST_OF_ENGLAND,519000,221000
13336628,EAST_OF_ENGLAND,565000,220000
13336784,EAST_OF_ENGLAND,619000,287000
13345924,EAST_OF_ENGLAND,553000,231000
13381062,EAST_OF_ENGLAND,545000,234000
13381070,EAST_OF_ENGLAND,616000,303000
13381079,EAST_OF_ENGLAND,549000,239000
13381108,EAST_OF_ENGLAND,570000,269000
13381110,EAST_OF_ENGLAND,598000,297000
13381203,EAST_OF_ENGLAND,598000,268000
13381234,EAST_OF_ENGLAND,613000,299000
13381540,EAST_OF_ENGLAND,607000,310000
13381557,EAST_OF_ENGLAND,528000,216000
13381747,EAST_OF_ENGLAND,524000,234000
13381752,EAST_OF_ENGLAND,525000,231000
13381938,EAST_OF_ENGLAND,631000,254000
13384545,EAST_OF_ENGLAND,543000,197000
13384555,EAST_OF_ENGLAND,617000,236000
13385165,EAST_OF_ENGLAND,650000,302000
13422749,EAST_OF_ENGLAND,508000,254000
13479110,EAST_OF_ENGLAND,572000,216000
13480143,EAST_OF_ENGLAND,521000,224000
13980787,EAST_OF_ENGLAND,572000,220000
14022925,EAST_OF_ENGLAND,554000,318000
14022926,EAST_OF_ENGLAND,597000,261000
14022944,EAST_OF_ENGLAND,596000,257000
14023343,EAST_OF_ENGLAND,525000,215000
14024627,EAST_OF_ENGLAND,603000,288000
14024745,EAST_OF_ENGLAND,518000,211000
14028122,EAST_OF_ENGLAND,566000,262000
14035499,EAST_OF_ENGLAND,547000,255000
14109924,EAST_OF_ENGLAND,612000,280000
14125291,EAST_OF_ENGLAND,522000,215000
14232185,EAST_OF_ENGLAND,556000,247000
14245034,EAST_OF_ENGLAND,547000,257000
14246105,EAST_OF_ENGLAND,608000,231000
14294396,EAST_OF_ENGLAND,531000,243000
14294410,EAST_OF_ENGLAND,556000,227000
14294411,EAST_OF_ENGLAND,514000,210000
14294456,EAST_OF_ENGLAND,633000,308000
14301489,EAST_OF_ENGLAND,501000,209000
14401255,EAST_OF_ENGLAND,597000,273000
14422937,EAST_OF_ENGLAND,556000,247000
14451894,EAST_OF_ENGLAND,648000,315000
14452762,EAST_OF_ENGLAND,581000,246000
14452996,EAST_OF_ENGLAND,547000,211000
14453186,EAST_OF_ENGLAND,532000,249000
14453241,EAST_OF_ENGLAND,539000,251000
14459700,EAST_OF_ENGLAND,507000,276000
14464771,EAST_OF_ENGLAND,623000,263000
14468585,EAST_OF_ENGLAND,538000,276000
14479782,EAST_OF_ENGLAND,579000,325000
14518357,EAST_OF_ENGLAND,622000,320000
14591624,EAST_OF_ENGLAND,642000,325000
14595561,EAST_OF_ENGLAND,617000,308000
14596716,EAST_OF_ENGLAND,557000,235000
14597249,EAST_OF_ENGLAND,633000,312000
14607207,EAST_OF_ENGLAND,617000,303000
14624729,EAST_OF_ENGLAND,580000,219000
14625536,EAST_OF_ENGLAND,621000,338000
14633707,EAST_OF_ENGLAND,572000,220000
14639747,EAST_OF_ENGLAND,537000,276000
14640003,EAST_OF_ENGLAND,547000,280000
14641989,EAST_OF_ENGLAND,514000,225000
14648897,EAST_OF_ENGLAND,612000,280000
14648914,EAST_OF_ENGLAND,600000,267000
14649902,EAST_OF_ENGLAND,662000,332000
14666688,EAST_OF_ENGLAND,565000,220000
14666831,EAST_OF_ENGLAND,556000,227000
14667202,EAST_OF_ENGLAND,554000,318000
14671406,EAST_OF_ENGLAND,571000,217000
14692692,EAST_OF_ENGLAND,567000,253000
14693282,EAST_OF_ENGLAND,613000,314000
14699910,EAST_OF_ENGLAND,606000,303000
14726905,EAST_OF_ENGLAND,501000,209000
14727699,EAST_OF_ENGLAND,544000,257000
14779126,EAST_OF_ENGLAND,648000,315000
14815155,EAST_OF_ENGLAND,640000,316000
14839169,EAST_OF_ENGLAND,535000,209000
14930620,EAST_OF_ENGLAND,545000,234000
14964228,EAST_OF_ENGLAND,566000,262000
14992967,EAST_OF_ENGLAND,523000,258000
15020177,EAST_OF_ENGLAND,622000,320000
15035839,EAST_OF_ENGLAND,613000,314000
15056275,EAST_OF_ENGLAND,572000,216000
15069736,EAST_OF_ENGLAND,579000,325000
15167285,EAST_OF_ENGLAND,520000,225000
15169154,EAST_OF_ENGLAND,595000,197000
15172239,EAST_OF_ENGLAND,538000,196000
15174325,EAST_OF_ENGLAND,562000,311000
15174959,EAST_OF_ENGLAND,572000,216000
15176251,EAST_OF_ENGLAND,566000,325000
15176384,EAST_OF_ENGLAND,557000,205000
15176963,EAST_OF_ENGLAND,533000,226000
15177106,EAST_OF_ENGLAND,608000,231000
15177141,EAST_OF_ENGLAND,515000,306000
15177364,EAST_OF_ENGLAND,501000,204000
15182027,EAST_OF_ENGLAND,572000,243000
15182232,EAST_OF_ENGLAND,601000,336000
15186321,EAST_OF_ENGLAND,519000,221000
15200988,EAST_OF_ENGLAND,544000,305000
15215289,EAST_OF_ENGLAND,523000,217000
15241965,EAST_OF_ENGLAND,517000,217000
15309135,EAST_OF_ENGLAND,507000,196000
15310775,EAST_OF_ENGLAND,510000,300000
15319506,EAST_OF_ENGLAND,633000,268000
15332133,EAST_OF_ENGLAND,606000,303000
15336532,EAST_OF_ENGLAND,589000,317000
15338976,EAST_OF_ENGLAND,587000,325000
15343573,EAST_OF_ENGLAND,539000,230000
15352374,EAST_OF_ENGLAND,536000,284000
15369969,EAST_OF_ENGLAND,601000,336000
15380284,EAST_OF_ENGLAND,540000,196000
15400333,EAST_OF_ENGLAND,599000,313000
15411855,EAST_OF_ENGLAND,605000,333000
15413237,EAST_OF_ENGLAND,546000,211000
15417697,EAST_OF_ENGLAND,557000,196000
15440614,EAST_OF_ENGLAND,528000,243000
15461921,EAST_OF_ENGLAND,558000,221000
15462986,EAST_OF_ENGLAND,580000,219000
15463116,EAST_OF_ENGLAND,603000,221000
15463331,EAST_OF_ENGLAND,574000,230000
15468277,EAST_OF_ENGLAND,572000,221000
15479965,EAST_OF_ENGLAND,573000,194000
15483528,EAST_OF_ENGLAND,576000,231000
15509532,EAST_OF_ENGLAND,622000,229000
15519391,EAST_OF_ENGLAND,545000,224000
15553813,EAST_OF_ENGLAND,554000,226000
15584052,EAST_OF_ENGLAND,579000,218000
15592994,EAST_OF_ENGLAND,538000,256000
15627681,EAST_OF_ENGLAND,624000,230000
15637868,EAST_OF_ENGLAND,570000,226000
15958500,EAST_OF_ENGLAND,575000,195000
16007572,EAST_OF_ENGLAND,598000,225000
16011583,EAST_OF_ENGLAND,601000,224000
7177466,LONDON,526000,186000
8571033,LONDON,545000,174000
9403878,LONDON,533000,181000
10904600,LONDON,518000,177000
11806766,LONDON,524000,184000
11971190,LONDON,544000,171000
12041894,LONDON,544000,192000
12160175,LONDON,528000,195000
12160314,LONDON,544000,171000
12160331,LONDON,518000,185000
12169128,LONDON,514000,171000
12233503,LONDON,526000,183000
12320706,LONDON,529000,180000
12730533,LONDON,542000,166000
12730629,LONDON,523000,186000
12730657,LONDON,532000,170000
12730989,LONDON,542000,174000
12731013,LONDON,520000,169000
12731128,LONDON,545000,192000
13279316,LONDON,526000,170000
13321960,LONDON,527000,183000
13381041,LONDON,543000,176000
13381098,LONDON,536000,168000
13381198,LONDON,509000,175000
13381403,LONDON,548000,176000
13595870,LONDON,516000,174000
13703326,LONDON,518000,171000
13955795,LONDON,516000,173000
14023284,LONDON,520000,170000
14024794,LONDON,533000,170000
14180087,LONDON,535000,191000
14449572,LONDON,545000,180000
14450060,LONDON,530000,178000
14450235,LONDON,524000,192000
14452016,LONDON,529000,184000
14453319,LONDON,514000,188000
14459095,LONDON,523000,190000
14464615,LONDON,518000,180000
14474422,LONDON,546000,167000
14493198,LONDON,522000,168000
14596093,LONDON,527000,183000
14596234,LONDON,529000,180000
14597266,LONDON,529000,184000
14606920,LONDON,512000,175000
14639237,LONDON,529000,180000
14641373,LONDON,516000,183000
14684971,LONDON,527000,172000
14721319,LONDON,518000,183000
14746901,LONDON,550000,176000
14752204,LONDON,530000,193000
14769106,LONDON,538000,194000
14842719,LONDON,526000,167000
14850038,LONDON,509000,175000
14912378,LONDON,527000,183000
14912386,LONDON,529000,180000
14912403,LONDON,529000,180000
14983785,LONDON,526000,183000
15060222,LONDON,536000,167000
15093689,LONDON,518000,185000
15165546,LONDON,540000,187000
15174701,LONDON,544000,160000
15174944,LONDON,548000,167000
15175365,LONDON,534000,184000
15175888,LONDON,521000,169000
15204083,LONDON,541000,164000
15207385,LONDON,546000,176000
15216172,LONDON,515000,180000
15304046,LONDON,526000,167000
15358102,LONDON,526000,173000
15386559,LONDON,514000,171000
15389570,LONDON,520000,177000
15389573,LONDON,525000,185000
15389579,LONDON,526000,167000
15425627,LONDON,526000,185000
15441021,LONDON,534000,183000
15449441,LONDON,546000,177000
15455392,LONDON,538000,194000
15463125,LONDON,517000,180000
15484959,LONDON,552000,183000
15519318,LONDON,540000,181000
15557822,LONDON,518000,180000
15734796,LONDON,524000,185000
16044909,LONDON,535000,174000
15420640,LONDON,516000,182000
12165378,NORTH_EAST,395000,549000
12352999,NORTH_EAST,436000,553000
12735537,NORTH_EAST,382000,556000
12735604,NORTH_EAST,419000,558000
13381117,NORTH_EAST,428000,571000
13381280,NORTH_EAST,401000,549000
14208409,NORTH_EAST,430000,574000
14353768,NORTH_EAST,448000,513000
14411417,NORTH_EAST,439000,560000
14583039,NORTH_EAST,419000,558000
14653576,NORTH_EAST,428000,516000
14847019,NORTH_EAST,392000,566000
15095032,NORTH_EAST,436000,553000
15177130,NORTH_EAST,379000,586000
15239322,NORTH_EAST,426000,566000
15300778,NORTH_EAST,395000,549000
15314638,NORTH_EAST,401000,550000
15416236,NORTH_EAST,439000,560000
15450476,NORTH_EAST,427000,566000
12160182,NORTH_WEST,308000,499000
12162082,NORTH_WEST,387000,375000
12165446,NORTH_WEST,345000,523000
12173812,NORTH_WEST,359000,407000
12196277,NORTH_WEST,342000,491000
12538916,NORTH_WEST,382000,388000
12730437,NORTH_WEST,346000,503000
12730466,NORTH_WEST,348000,457000
12730503,NORTH_WEST,381000,434000
12730568,NORTH_WEST,369000,388000
13208518,NORTH_WEST,357000,391000
13381090,NORTH_WEST,361000,346000
13381128,NORTH_WEST,327000,388000
13381247,NORTH_WEST,366000,402000
13381251,NORTH_WEST,369000,398000
13381400,NORTH_WEST,329000,407000
13381642,NORTH_WEST,337000,414000
13381669,NORTH_WEST,374000,442000
13480305,NORTH_WEST,347000,461000
13959837,NORTH_WEST,350000,415000
13993555,NORTH_WEST,396000,407000
14022940,NORTH_WEST,375000,449000
14023644,NORTH_WEST,350000,495000
14146806,NORTH_WEST,370000,436000
14241690,NORTH_WEST,367000,399000
14245236,NORTH_WEST,334000,416000
14310946,NORTH_WEST,350000,414000
14445962,NORTH_WEST,363000,378000
14459172,NORTH_WEST,367000,521000
14573740,NORTH_WEST,333000,384000
14595647,NORTH_WEST,340000,422000
14600596,NORTH_WEST,379000,363000
14619122,NORTH_WEST,378000,444000
14619133,NORTH_WEST,386000,431000
14635550,NORTH_WEST,357000,417000
14674750,NORTH_WEST,339000,480000
14713824,NORTH_WEST,330000,377000
14726762,NORTH_WEST,337000,388000
14787929,NORTH_WEST,387000,388000
14812235,NORTH_WEST,342000,491000
14815512,NORTH_WEST,355000,416000
14939803,NORTH_WEST,320000,474000
15026801,NORTH_WEST,342000,358000
15026816,NORTH_WEST,342000,361000
15040253,NORTH_WEST,363000,396000
15076233,NORTH_WEST,334000,416000
15086419,NORTH_WEST,334000,399000
15086595,NORTH_WEST,348000,527000
15174332,NORTH_WEST,336000,388000
15175357,NORTH_WEST,339000,480000
15176078,NORTH_WEST,345000,523000
15182136,NORTH_WEST,379000,418000
15187827,NORTH_WEST,355000,491000
15191332,NORTH_WEST,334000,503000
15199042,NORTH_WEST,346000,505000
15199244,NORTH_WEST,344000,484000
15216775,NORTH_WEST,344000,500000
15227412,NORTH_WEST,393000,410000
15234777,NORTH_WEST,360000,478000
15308099,NORTH_WEST,375000,368000
15314923,NORTH_WEST,366000,507000
15339818,NORTH_WEST,333000,386000
15355640,NORTH_WEST,330000,376000
15391633,NORTH_WEST,350000,471000
15399129,NORTH_WEST,366000,466000
15400499,NORTH_WEST,349000,411000
15401414,NORTH_WEST,345000,371000
15479718,NORTH_WEST,341000,391000
15564693,NORTH_WEST,370000,436000
15566228,NORTH_WEST,334000,395000
15589770,NORTH_WEST,355000,418000
16039757,NORTH_WEST,336000,391000
5361513,SCOTLAND,325000,677000
7855797,SCOTLAND,284000,645000
7863213,SCOTLAND,185000,731000
9141209,SCOTLAND,275000,676000
11831043,SCOTLAND,343000,738000
12160167,SCOTLAND,260000,873000
12160407,SCOTLAND,257000,561000
12160435,SCOTLAND,402000,840000
12162033,SCOTLAND,187000,889000
12164811,SCOTLAND,335000,1027000
12165131,SCOTLAND,328000,863000
12168381,SCOTLAND,290000,570000
12168394,SCOTLAND,312000,682000
12169192,SCOTLAND,239000,660000
12172705,SCOTLAND,345000,742000
12177163,SCOTLAND,308000,821000
12192024,SCOTLAND,368000,610000
12192312,SCOTLAND,306000,573000
12275679,SCOTLAND,270000,703000
12278346,SCOTLAND,258000,669000
12534031,SCOTLAND,317000,672000
12534033,SCOTLAND,322000,670000
12636140,SCOTLAND,333000,662000
12730441,SCOTLAND,325000,638000
12730973,SCOTLAND,268000,657000
13381182,SCOTLAND,306000,864000
13381227,SCOTLAND,249000,892000
13381243,SCOTLAND,346000,1011000
13381607,SCOTLAND,356000,634000
13381616,SCOTLAND,350000,846000
13476175,SCOTLAND,275000,878000
13479757,SCOTLAND,252000,820000
13479790,SCOTLAND,267000,846000
13491293,SCOTLAND,261000,866000
14023160,SCOTLAND,308000,687000
14027700,SCOTLAND,255000,670000
14028016,SCOTLAND,348000,828000
14241586,SCOTLAND,290000,683000
14241743,SCOTLAND,347000,805000
14294461,SCOTLAND,286000,851000
14295342,SCOTLAND,302000,860000
14296204,SCOTLAND,309000,684000
14302102,SCOTLAND,291000,813000
14445655,SCOTLAND,227000,643000
14449708,SCOTLAND,268000,576000
14456713,SCOTLAND,333000,865000
14456719,SCOTLAND,334000,861000
14457008,SCOTLAND,260000,832000
14459787,SCOTLAND,215000,559000
14464611,SCOTLAND,280000,691000
14516216,SCOTLAND,317000,672000
14528215,SCOTLAND,261000,689000
14561570,SCOTLAND,330000,1026000
14566510,SCOTLAND,323000,677000
14612541,SCOTLAND,279000,800000
14640902,SCOTLAND,322000,670000
14648192,SCOTLAND,306000,573000
14659286,SCOTLAND,227000,643000
14659452,SCOTLAND,312000,682000
14666824,SCOTLAND,239000,660000
14685456,SCOTLAND,375000,821000
14726322,SCOTLAND,384000,655000
14734207,SCOTLAND,333000,865000
14751166,SCOTLAND,232000,653000
14753593,SCOTLAND,290000,683000
14788416,SCOTLAND,402000,840000
14802606,SCOTLAND,334000,861000
14895139,SCOTLAND,291000,815000
15004484,SCOTLAND,278000,855000
15056797,SCOTLAND,257000,561000
15097379,SCOTLAND,252000,820000
15097706,SCOTLAND,267000,656000
15175241,SCOTLAND,280000,691000
15177809,SCOTLAND,306000,864000
15190955,SCOTLAND,331000,813000
15199147,SCOTLAND,309000,684000
15207340,SCOTLAND,355000,848000
15216185,SCOTLAND,249000,662000
15318669,SCOTLAND,218000,689000
15370670,SCOTLAND,328000,863000
15386176,SCOTLAND,270000,659000
15393026,SCOTLAND,375000,821000
15393428,SCOTLAND,270000,658000
15400534,SCOTLAND,366000,787000
15401455,SCOTLAND,388000,662000
15418268,SCOTLAND,327000,672000
15466616,SCOTLAND,260000,873000
15550828,SCOTLAND,252000,846000
15553419,SCOTLAND,279000,800000
15553486,SCOTLAND,292000,815000
15582571,SCOTLAND,191000,740000
15738487,SCOTLAND,331000,674000
15854633,SCOTLAND,264000,661000
16021635,SCOTLAND,317000,669000
16022328,SCOTLAND,225000,616000
16063969,SCOTLAND,264000,672000
16133132,SCOTLAND,254000,843000
7477621,SOUTH_EAST,545000,155000
8650909,SOUTH_EAST,473000,156000
8734927,SOUTH_EAST,490000,129000
8833576,SOUTH_EAST,603000,161000
9246271,SOUTH_EAST,465000,163000
9416704,SOUTH_EAST,470000,179000
11026990,SOUTH_EAST,483000,176000
11438902,SOUTH_EAST,450000,89000
11450803,SOUTH_EAST,455000,106000
11810615,SOUTH_EAST,531000,154000
11967596,SOUTH_EAST,442000,177000
11994241,SOUTH_EAST,487000,117000
11994244,SOUTH_EAST,495000,140000
12077839,SOUTH_EAST,472000,175000
12160125,SOUTH_EAST,585000,116000
12160233,SOUTH_EAST,607000,155000
12160368,SOUTH_EAST,555000,144000
12160637,SOUTH_EAST,480000,164000
12160737,SOUTH_EAST,534000,138000
12160904,SOUTH_EAST,550000,140000
12160907,SOUTH_EAST,422000,96000
12160916,SOUTH_EAST,574000,146000
12161572,SOUTH_EAST,485000,146000
12162156,SOUTH_EAST,475000,182000
12162347,SOUTH_EAST,495000,196000
12164991,SOUTH_EAST,469000,229000
12165004,SOUTH_EAST,476000,217000
12165014,SOUTH_EAST,453000,222000
12165706,SOUTH_EAST,571000,168000
12165813,SOUTH_EAST,467000,108000
12165860,SOUTH_EAST,447000,115000
12166162,SOUTH_EAST,430000,114000
12169131,SOUTH_EAST,515000,167000
12174058,SOUTH_EAST,473000,165000
12177270,SOUTH_EAST,440000,171000
12193172,SOUTH_EAST,416000,107000
12212870,SOUTH_EAST,443000,172000
12271313,SOUTH_EAST,480000,209000
12275736,SOUTH_EAST,485000,237000
12275767,SOUTH_EAST,634000,142000
12278359,SOUTH_EAST,481000,152000
12364671,SOUTH_EAST,473000,151000
12364843,SOUTH_EAST,486000,226000
12528528,SOUTH_EAST,563000,170000
12557649,SOUTH_EAST,637000,151000
12587053,SOUTH_EAST,519000,144000
12612893,SOUTH_EAST,482000,155000
12722452,SOUTH_EAST,449000,86000
12730450,SOUTH_EAST,466000,149000
12730451,SOUTH_EAST,465000,130000
12730457,SOUTH_EAST,480000,108000
12730482,SOUTH_EAST,454000,106000
12730520,SOUTH_EAST,550000,165000
12730531,SOUTH_EAST,568000,162000
12730590,SOUTH_EAST,482000,154000
12730627,SOUTH_EAST,489000,158000
12731112,SOUTH_EAST,566000,169000
12731198,SOUTH_EAST,489000,159000
12735329,SOUTH_EAST,434000,203000
12735335,SOUTH_EAST,521000,163000
12735356,SOUTH_EAST,431000,134000
12736457,SOUTH_EAST,514000,103000
12739668,SOUTH_EAST,451000,200000
12763477,SOUTH_EAST,467000,174000
13084405,SOUTH_EAST,426000,97000
13084413,SOUTH_EAST,558000,126000
13084444,SOUTH_EAST,458000,153000
13103198,SOUTH_EAST,421000,103000
13103488,SOUTH_EAST,434000,193000
13122956,SOUTH_EAST,447000,189000
13142252,SOUTH_EAST,443000,116000
13196991,SOUTH_EAST,453000,188000
13208448,SOUTH_EAST,450000,194000
13381020,SOUTH_EAST,541000,134000
13381025,SOUTH_EAST,458000,107000
13381026,SOUTH_EAST,526000,138000
13381028,SOUTH_EAST,504000,163000
13381036,SOUTH_EAST,446000,165000
13381077,SOUTH_EAST,415000,115000
13381091,SOUTH_EAST,576000,171000
13381106,SOUTH_EAST,423000,187000
13381118,SOUTH_EAST,464000,180000
13381144,SOUTH_EAST,596000,138000
13381150,SOUTH_EAST,480000,96000
13381151,SOUTH_EAST,565000,125000
13381210,SOUTH_EAST,507000,167000
13381222,SOUTH_EAST,474000,219000
13381440,SOUTH_EAST,524000,143000
13381564,SOUTH_EAST,500000,193000
13381580,SOUTH_EAST,429000,108000
13381729,SOUTH_EAST,479000,165000
13381743,SOUTH_EAST,476000,199000
13381781,SOUTH_EAST,496000,165000
13381790,SOUTH_EAST,449000,110000
13385181,SOUTH_EAST,491000,149000
13386028,SOUTH_EAST,566000,150000
13386042,SOUTH_EAST,521000,157000
13476299,SOUTH_EAST,629000,154000
13479208,SOUTH_EAST,489000,148000
13492441,SOUTH_EAST,517000,104000
13495252,SOUTH_EAST,576000,157000
13880978,SOUTH_EAST,538000,128000
13954583,SOUTH_EAST,438000,199000
14022877,SOUTH_EAST,515000,133000
14022946,SOUTH_EAST,497000,187000
14023606,SOUTH_EAST,589000,156000
14024088,SOUTH_EAST,534000,125000
14024105,SOUTH_EAST,494000,126000
14029067,SOUTH_EAST,496000,157000
14030217,SOUTH_EAST,487000,148000
14033453,SOUTH_EAST,460000,187000
14035494,SOUTH_EAST,516000,150000
14045909,SOUTH_EAST,496000,140000
14049508,SOUTH_EAST,497000,119000
14057309,SOUTH_EAST,608000,160000
14063444,SOUTH_EAST,439000,172000
14075136,SOUTH_EAST,562000,113000
14109948,SOUTH_EAST,460000,158000
14143851,SOUTH_EAST,516000,117000
14151090,SOUTH_EAST,447000,226000
14241594,SOUTH_EAST,501000,113000
14241604,SOUTH_EAST,610000,163000
14241661,SOUTH_EAST,621000,148000
14241666,SOUTH_EAST,473000,103000
14248692,SOUTH_EAST,512000,131000
14294409,SOUTH_EAST,500000,170000
14294473,SOUTH_EAST,579000,115000
14294706,SOUTH_EAST,479000,169000
14294783,SOUTH_EAST,451000,80000
14295062,SOUTH_EAST,455000,206000
14296223,SOUTH_EAST,532000,139000
14354097,SOUTH_EAST,449000,86000
14412063,SOUTH_EAST,633000,155000
14450056,SOUTH_EAST,517000,150000
14451718,SOUTH_EAST,534000,104000
14456737,SOUTH_EAST,483000,238000
14458790,SOUTH_EAST,490000,132000
14459811,SOUTH_EAST,472000,176000
14464773,SOUTH_EAST,472000,228000
14472742,SOUTH_EAST,501000,144000
14473527,SOUTH_EAST,494000,156000
14506423,SOUTH_EAST,447000,100000
14514859,SOUTH_EAST,461000,88000
14515337,SOUTH_EAST,448000,115000
14525218,SOUTH_EAST,448000,114000
14533178,SOUTH_EAST,466000,177000
14546771,SOUTH_EAST,473000,165000
14612623,SOUTH_EAST,540000,153000
14625599,SOUTH_EAST,480000,135000
14631855,SOUTH_EAST,462000,156000
14643723,SOUTH_EAST,637000,151000
14648245,SOUTH_EAST,632000,153000
14649228,SOUTH_EAST,619000,162000
14653120,SOUTH_EAST,516000,148000
14662703,SOUTH_EAST,535000,140000
14667868,SOUTH_EAST,634000,142000
14668981,SOUTH_EAST,494000,126000
14675111,SOUTH_EAST,596000,160000
14676834,SOUTH_EAST,449000,167000
14695165,SOUTH_EAST,476000,182000
14703095,SOUTH_EAST,579000,110000
14703188,SOUTH_EAST,465000,124000
14712328,SOUTH_EAST,541000,132000
14717795,SOUTH_EAST,480000,108000
14718739,SOUTH_EAST,456000,231000
14719656,SOUTH_EAST,607000,155000
14727168,SOUTH_EAST,495000,196000
14728372,SOUTH_EAST,485000,146000
14758689,SOUTH_EAST,547000,126000
14760682,SOUTH_EAST,483000,238000
14789195,SOUTH_EAST,426000,98000
14797027,SOUTH_EAST,585000,116000
14810109,SOUTH_EAST,579000,116000
14830424,SOUTH_EAST,566000,150000
14830650,SOUTH_EAST,475000,182000
14904993,SOUTH_EAST,591000,142000
14923959,SOUTH_EAST,502000,176000
14933165,SOUTH_EAST,484000,148000
15003234,SOUTH_EAST,469000,229000
15003237,SOUTH_EAST,476000,217000
15003252,SOUTH_EAST,453000,221000
