code,sample,region,X,Y
HMC1014,11312241,SOUTH_WEST,394000,188000
HMC1022,10908000,SOUTH_WEST,183000,41000
HMC1028,9992696,SOUTH_WEST,211000,52000
HMC1039,9402682,SOUTH_WEST,412000,188000
HMC1040,11874685,SOUTH_WEST,159000,28000
HMC1050,11931891,SOUTH_WEST,237000,65000
HMC1053,11017843,SOUTH_WEST,144000,38000
HMC1067,7660434,SOUTH_WEST,347000,153000
HMC1074,11560723,SOUTH_WEST,338000,148000
HMC1080,7797092,SOUTH_WEST,392000,163000
HMC1084,11984245,SOUTH_WEST,295000,92000
HMC1095,11891032,SOUTH_WEST,246000,54000
HMC30,7396092,WALES,243000,374000
HMC45,7402074,WALES,327000,193000
HMC80,7286783,WALES,315000,191000
HMC88,7395853,WALES,265000,315000
HMC90,7401676,WALES,262000,283000
HMC111,7416589,WALES,310000,324000
HMC120,7176744,WALES,256000,257000
HMC152,7670423,WALES,334000,221000
HMC161,7856186,WALES,281000,380000
HMC167,7440596,WALES,281000,370000
HMC204,7471353,WALES,345000,218000
HMC232,8201648,WALES,301000,259000
HMC260,8653241,WALES,182000,233000
HMC272,8797091,WALES,330000,345000
HMC275,8729144,WALES,326000,344000
HMC362,7402137,WALES,256000,369000
HMC366,7868219,WALES,257000,218000
HMC438,7817620,WALES,196000,224000
HMC443,7604374,WALES,211000,208000
HMC452,9403261,WALES,198000,214000
HMC492,9299015,WALES,243000,242000
HMC510,7796318,WALES,324000,362000
HMC514,9403424,WALES,313000,184000
HMC534,9340616,WALES,326000,344000
HMC536,8795536,WALES,223000,225000
HMC573,7185710,WALES,285000,217000
HMC586,10924771,WALES,261000,289000
HMC592,10905324,WALES,205000,215000
HMC620,7450136,WALES,309000,196000
HMC638,11278125,WALES,351000,207000
HMC642,7395994,WALES,239000,239000
HMC688,9439053,WALES,315000,230000
HMC694,7760716,WALES,352000,206000
HMC696,9399140,WALES,311000,375000
HMC698,8279478,WALES,196000,198000
HMC718,10904103,WALES,198000,214000
HMC734,10534449,WALES,286000,379000
HMC747,9881758,WALES,298000,189000
HMC771,11044252,WALES,317000,175000
HMC793,8989971,WALES,281000,371000
HMC794,8733770,WALES,258000,260000
HMC815,9407226,WALES,301000,259000
HMC883,11026942,WALES,272000,205000
HMC889,11329469,WALES,196000,224000
HMC897,7889352,WALES,316000,234000
HMC946,11776948,WALES,235000,378000
HMC957,11806732,WALES,251000,358000
HMC997,7396390,WALES,318000,181000
HMC1008,9338314,WALES,334000,221000
HMC1018,11777426,WALES,278000,382000
HMC1043,7567103,WALES,283000,233000
HMC1072,7796418,WALES,261000,366000
HMC1075,11806924,WALES,289000,299000
HMC1087,7406400,WALES,190000,202000
HMC5,7290614,WEST_MIDLANDS,429000,233000
HMC47,7707992,WEST_MIDLANDS,346000,296000
HMC105,7210477,WEST_MIDLANDS,370000,339000
HMC108,7755899,WEST_MIDLANDS,401000,242000
HMC123,7406815,WEST_MIDLANDS,393000,334000
HMC125,7396242,WEST_MIDLANDS,329000,250000
HMC130,7584317,WEST_MIDLANDS,411000,278000
HMC140,7324747,WEST_MIDLANDS,400000,346000
HMC145,7402273,WEST_MIDLANDS,344000,324000
HMC201,8896246,WEST_MIDLANDS,389000,284000
HMC246,7823813,WEST_MIDLANDS,330000,281000
HMC252,8343608,WEST_MIDLANDS,390000,301000
HMC255,7661099,WEST_MIDLANDS,430000,231000
HMC287,7982183,WEST_MIDLANDS,371000,254000
HMC288,8569780,WEST_MIDLANDS,408000,304000
HMC292,7410118,WEST_MIDLANDS,387000,259000
HMC306,7992923,WEST_MIDLANDS,435000,295000
HMC319,8194381,WEST_MIDLANDS,359000,277000
HMC343,7472051,WEST_MIDLANDS,405000,262000
HMC347,8893652,WEST_MIDLANDS,378000,351000
HMC421,8988496,WEST_MIDLANDS,329000,250000
HMC433,8198714,WEST_MIDLANDS,429000,271000
HMC484,9404727,WEST_MIDLANDS,371000,254000
HMC491,9427374,WEST_MIDLANDS,367000,276000
HMC528,7855500,WEST_MIDLANDS,385000,254000
HMC529,8306310,WEST_MIDLANDS,385000,283000
HMC532,8695560,WEST_MIDLANDS,346000,296000
HMC579,10684101,WEST_MIDLANDS,401000,289000
HMC598,10658789,WEST_MIDLANDS,436000,290000
HMC603,9402950,WEST_MIDLANDS,330000,281000
HMC604,8738380,WEST_MIDLANDS,370000,339000
HMC610,10905065,WEST_MIDLANDS,404000,280000
HMC612,7395868,WEST_MIDLANDS,352000,335000
HMC643,7667339,WEST_MIDLANDS,364000,244000
HMC653,8733836,WEST_MIDLANDS,401000,242000
HMC700,8832911,WEST_MIDLANDS,429000,233000
HMC713,7660541,WEST_MIDLANDS,404000,249000
HMC725,10537012,WEST_MIDLANDS,406000,260000
HMC726,10537015,WEST_MIDLANDS,412000,262000
HMC745,11314531,WEST_MIDLANDS,389000,301000
HMC760,7932114,WEST_MIDLANDS,384000,254000
HMC780,10905060,WEST_MIDLANDS,447000,269000
HMC796,9302110,WEST_MIDLANDS,387000,259000
HMC834,11582467,WEST_MIDLANDS,380000,337000
HMC860,9448754,WEST_MIDLANDS,378000,351000
HMC862,11296795,WEST_MIDLANDS,435000,292000
HMC874,8008664,WEST_MIDLANDS,402000,350000
HMC906,11437737,WEST_MIDLANDS,435000,295000
HMC920,11260666,WEST_MIDLANDS,385000,354000
HMC922,7766768,WEST_MIDLANDS,360000,223000
HMC926,7946661,WEST_MIDLANDS,351000,217000
HMC953,11017514,WEST_MIDLANDS,397000,300000
HMC983,9406260,WEST_MIDLANDS,413000,287000
HMC995,7796289,WEST_MIDLANDS,439000,256000
HMC1016,11857485,WEST_MIDLANDS,406000,283000
HMC1065,7670638,WEST_MIDLANDS,373000,247000
HMC1071,7855265,WEST_MIDLANDS,388000,244000
HMC1078,10946143,WEST_MIDLANDS,395000,244000
HMC1083,9429925,WEST_MIDLANDS,368000,227000
HMC1094,11966759,WEST_MIDLANDS,427000,261000
HMC2,7447621,YORKSHIRE_AND_THE_HUMBER,395000,430000
HMC6,7447604,YORKSHIRE_AND_THE_HUMBER,400000,427000
HMC33,7568339,YORKSHIRE_AND_THE_HUMBER,420000,502000
HMC34,7177572,YORKSHIRE_AND_THE_HUMBER,504000,429000
HMC36,7447613,YORKSHIRE_AND_THE_HUMBER,393000,425000
HMC38,7396191,YORKSHIRE_AND_THE_HUMBER,419000,498000
HMC67,7395725,YORKSHIRE_AND_THE_HUMBER,451000,480000
HMC75,7406567,YORKSHIRE_AND_THE_HUMBER,453000,429000
HMC95,7664352,YORKSHIRE_AND_THE_HUMBER,406000,418000
HMC98,7505127,YORKSHIRE_AND_THE_HUMBER,413000,422000
HMC127,7176753,YORKSHIRE_AND_THE_HUMBER,420000,462000
HMC162,7396600,YORKSHIRE_AND_THE_HUMBER,401000,446000
HMC164,7402119,YORKSHIRE_AND_THE_HUMBER,458000,428000
HMC173,7505109,YORKSHIRE_AND_THE_HUMBER,452000,510000
HMC190,8692993,YORKSHIRE_AND_THE_HUMBER,504000,429000
HMC196,8693421,YORKSHIRE_AND_THE_HUMBER,451000,480000
HMC197,7396134,YORKSHIRE_AND_THE_HUMBER,473000,405000
HMC216,8481835,YORKSHIRE_AND_THE_HUMBER,448000,412000
HMC267,8989612,YORKSHIRE_AND_THE_HUMBER,410000,424000
HMC276,9238334,YORKSHIRE_AND_THE_HUMBER,502000,469000
HMC296,7818559,YORKSHIRE_AND_THE_HUMBER,440000,426000
HMC322,9066224,YORKSHIRE_AND_THE_HUMBER,515000,433000
HMC336,9245869,YORKSHIRE_AND_THE_HUMBER,434000,386000
HMC352,7889369,YORKSHIRE_AND_THE_HUMBER,489000,443000
HMC358,9302253,YORKSHIRE_AND_THE_HUMBER,462000,393000
HMC381,8590193,YORKSHIRE_AND_THE_HUMBER,432000,386000
HMC406,7855302,YORKSHIRE_AND_THE_HUMBER,446000,422000
HMC414,9412428,YORKSHIRE_AND_THE_HUMBER,464000,445000
HMC488,9881826,YORKSHIRE_AND_THE_HUMBER,409000,439000
HMC516,8417145,YORKSHIRE_AND_THE_HUMBER,450000,392000
HMC547,9404751,YORKSHIRE_AND_THE_HUMBER,433000,430000
HMC569,7480159,YORKSHIRE_AND_THE_HUMBER,518000,415000
HMC587,8998225,YORKSHIRE_AND_THE_HUMBER,401000,446000
HMC634,9051556,YORKSHIRE_AND_THE_HUMBER,504000,429000
HMC661,8987147,YORKSHIRE_AND_THE_HUMBER,458000,428000
HMC664,7663685,YORKSHIRE_AND_THE_HUMBER,444000,429000
HMC670,8891338,YORKSHIRE_AND_THE_HUMBER,398000,427000
HMC684,10171851,YORKSHIRE_AND_THE_HUMBER,459000,441000
HMC692,8613272,YORKSHIRE_AND_THE_HUMBER,400000,429000
HMC715,8205041,YORKSHIRE_AND_THE_HUMBER,464000,438000
HMC798,9285649,YORKSHIRE_AND_THE_HUMBER,451000,480000
HMC828,9280591,YORKSHIRE_AND_THE_HUMBER,421000,405000
HMC858,11718745,YORKSHIRE_AND_THE_HUMBER,465000,445000
HMC864,9058152,YORKSHIRE_AND_THE_HUMBER,404000,419000
HMC867,8686528,YORKSHIRE_AND_THE_HUMBER,427000,435000
HMC876,10663464,YORKSHIRE_AND_THE_HUMBER,435000,383000
HMC882,11561176,YORKSHIRE_AND_THE_HUMBER,423000,400000
HMC884,9404220,YORKSHIRE_AND_THE_HUMBER,413000,422000
HMC885,9295877,YORKSHIRE_AND_THE_HUMBER,453000,429000
HMC894,8735295,YORKSHIRE_AND_THE_HUMBER,400000,429000
HMC910,11013238,YORKSHIRE_AND_THE_HUMBER,474000,405000
HMC912,7875468,YORKSHIRE_AND_THE_HUMBER,444000,405000
HMC919,11311579,YORKSHIRE_AND_THE_HUMBER,413000,424000
HMC930,11772584,YORKSHIRE_AND_THE_HUMBER,417000,425000
HMC959,9723982,YORKSHIRE_AND_THE_HUMBER,441000,433000
HMC964,8733155,YORKSHIRE_AND_THE_HUMBER,393000,425000
HMC969,8733151,YORKSHIRE_AND_THE_HUMBER,395000,430000
HMC971,7396237,YORKSHIRE_AND_THE_HUMBER,432000,411000
HMC972,8733143,YORKSHIRE_AND_THE_HUMBER,400000,427000
HMC992,11584856,YORKSHIRE_AND_THE_HUMBER,395000,430000
HMC1007,8342611,YORKSHIRE_AND_THE_HUMBER,471000,449000
HMC1034,11886789,YORKSHIRE_AND_THE_HUMBER,400000,429000
HMC1037,11766769,YORKSHIRE_AND_THE_HUMBER,398000,427000
HMC1052,9296360,YORKSHIRE_AND_THE_HUMBER,420000,462000
HMC1077,9427757,YORKSHIRE_AND_THE_HUMBER,403000,425000
HMC1081,7469042,YORKSHIRE_AND_THE_HUMBER,430000,380000
HMC1100,11311828,YORKSHIRE_AND_THE_HUMBER,451000,392000
HMC1101,11938515,YORKSHIRE_AND_THE_HUMBER,410000,425000
