sample,region,X,Y
16584172,SOUTH_WEST_(ENGLAND),243000,122000
19872538,WALES,243000,242000
20307207,SCOTLAND,244000,647000
20294183,SOUTH_WEST_(ENGLAND),245000,54000
13961426,SOUTH_WEST_(ENGLAND),246000,58000
15934737,SOUTH_WEST_(ENGLAND),247000,54000
18455126,SCOTLAND,249000,662000
18042915,SCOTLAND,249000,662000
16584020,SCOTLAND,249000,814000
16585355,WALES,249000,227000
17719480,SOUTH_WEST_(ENGLAND),250000,80000
17773853,SOUTH_WEST_(ENGLAND),251000,110000
7396436,WALES,251000,263000
19797269,WALES,253000,234000
16585178,SOUTH_WEST_(ENGLAND),254000,80000
20321464,SCOTLAND,254000,689000
19850710,SOUTH_WEST_(ENGLAND),255000,52000
19687204,SCOTLAND,255000,721000
17762413,SCOTLAND,255000,860000
15828741,WALES,256000,257000
17717424,WALES,257000,218000
19662056,WALES,257000,218000
15400294,SCOTLAND,257000,658000
19734497,WALES,258000,263000
19808147,SOUTH_WEST_(ENGLAND),259000,95000
18699139,SCOTLAND,259000,559000
17532117,SCOTLAND,260000,873000
20178598,SCOTLAND,260000,666000
18008114,SCOTLAND,261000,866000
17788881,WALES,261000,379000
17716639,SCOTLAND,261000,689000
19663122,SCOTLAND,261000,840000
19864612,WALES,262000,275000
18097069,WALES,262000,275000
18212234,SOUTH_WEST_(ENGLAND),262000,51000
19941569,SCOTLAND,262000,564000
14995249,WALES,263000,293000
20272922,SCOTLAND,264000,845000
20128698,SCOTLAND,264000,672000
16582860,SCOTLAND,264000,672000
19695527,SOUTH_WEST_(ENGLAND),264000,94000
19544380,SCOTLAND,264000,841000
19662330,WALES,264000,289000
19670580,WALES,266000,193000
19911206,SCOTLAND,267000,657000
16583731,SCOTLAND,268000,658000
19664723,SCOTLAND,268000,576000
15955709,SCOTLAND,270000,645000
19883738,SCOTLAND,271000,658000
20207371,SCOTLAND,271000,650000
15389471,SCOTLAND,271000,650000
19743622,SOUTH_WEST_(ENGLAND),272000,102000
20210952,SOUTH_WEST_(ENGLAND),272000,44000
19630035,SOUTH_WEST_(ENGLAND),272000,44000
17762267,SOUTH_WEST_(ENGLAND),273000,44000
19734345,WALES,273000,357000
18809358,WALES,273000,357000
19758268,SCOTLAND,274000,663000
17716731,SCOTLAND,274000,663000
19640541,SOUTH_WEST_(ENGLAND),274000,45000
18996340,SCOTLAND,275000,878000
16981154,SOUTH_WEST_(ENGLAND),276000,104000
19447372,SOUTH_WEST_(ENGLAND),277000,105000
19855693,WALES,279000,368000
20299886,SCOTLAND,279000,800000
18987121,SCOTLAND,279000,800000
16582585,SCOTLAND,279000,697000
17718394,SOUTH_WEST_(ENGLAND),280000,61000
19662567,SCOTLAND,280000,691000
18308530,WALES,281000,374000
18856159,WALES,281000,370000
17782243,WALES,281000,371000
18308218,SOUTH_WEST_(ENGLAND),282000,72000
18452306,SOUTH_WEST_(ENGLAND),282000,72000
19669571,WALES,282000,232000
18042486,SCOTLAND,283000,646000
16939824,SOUTH_WEST_(ENGLAND),283000,104000
17721324,WALES,284000,379000
20205919,WALES,284000,379000
17716702,SOUTH_WEST_(ENGLAND),285000,67000
19452345,WALES,286000,379000
20126029,WALES,289000,299000
18108175,SOUTH_WEST_(ENGLAND),289000,100000
16582465,SOUTH_WEST_(ENGLAND),289000,52000
20194391,SCOTLAND,290000,824000
19763792,SCOTLAND,290000,570000
20188261,SOUTH_WEST_(ENGLAND),290000,136000
17719549,SOUTH_WEST_(ENGLAND),290000,91000
18562645,SCOTLAND,291000,813000
16041939,SCOTLAND,291000,761000
14188158,WALES,292000,188000
19664402,SOUTH_WEST_(ENGLAND),292000,99000
19925481,SOUTH_WEST_(ENGLAND),292000,55000
18455107,WALES,292000,181000
19876747,SOUTH_WEST_(ENGLAND),292000,83000
20044182,WALES,294000,181000
16725981,WALES,294000,181000
19813674,SOUTH_WEST_(ENGLAND),296000,141000
19908417,SOUTH_WEST_(ENGLAND),297000,82000
20179678,SOUTH_WEST_(ENGLAND),297000,78000
18303499,WALES,299000,195000
19614815,WALES,299000,195000
19865814,WALES,300000,257000
20105745,WALES,301000,192000
16491993,SCOTLAND,301000,655000
14943059,SOUTH_WEST_(ENGLAND),302000,95000
19891075,SOUTH_WEST_(ENGLAND),302000,95000
19663074,SCOTLAND,302000,698000
18508040,SCOTLAND,302000,698000
19457083,SCOTLAND,302000,686000
19865829,WALES,304000,197000
19871874,SOUTH_WEST_(ENGLAND),304000,106000
15582972,WALES,304000,344000
19667214,WALES,304000,200000
14241729,WALES,305000,263000
16586156,SCOTLAND,306000,573000
19669085,SCOTLAND,306000,573000
18656395,WALES,306000,248000
18251941,SCOTLAND,306000,864000
18693940,WALES,306000,246000
19110049,WALES,306000,176000
19410457,WALES,307000,185000
19720455,WALES,307000,199000
18412869,SCOTLAND,307000,609000
19906110,SOUTH_WEST_(ENGLAND),308000,141000
17791036,SCOTLAND,308000,687000
20303223,SCOTLAND,308000,688000
19811372,NORTH_WEST_(ENGLAND),308000,498000
17716965,NORTH_WEST_(ENGLAND),308000,498000
20048815,NORTH_WEST_(ENGLAND),309000,501000
20185137,WALES,309000,381000
18421986,SCOTLAND,309000,684000
19663194,SCOTLAND,309000,684000
19791910,WALES,311000,180000
18310116,WALES,311000,375000
15485949,SOUTH_WEST_(ENGLAND),311000,98000
18660428,SCOTLAND,311000,687000
19542473,NORTH_WEST_(ENGLAND),311000,540000
17718354,SCOTLAND,312000,682000
16611771,SOUTH_WEST_(ENGLAND),314000,98000
19669158,NORTH_WEST_(ENGLAND),314000,534000
17716705,SOUTH_WEST_(ENGLAND),314000,142000
18465991,SCOTLAND,317000,672000
18041492,SCOTLAND,317000,672000
20129984,SOUTH_WEST_(ENGLAND),317000,105000
16584327,WALES,318000,181000
19665457,SCOTLAND,318000,657000
19762361,WALES,318000,181000
19858786,SCOTLAND,318000,658000
18042407,SCOTLAND,319000,732000
19664767,SCOTLAND,319000,732000
16973409,SCOTLAND,319000,716000
18995600,WALES,319000,300000
19940800,NORTH_WEST_(ENGLAND),319000,486000
18632642,NORTH_WEST_(ENGLAND),320000,474000
15215825,SCOTLAND,321000,636000
19762884,SOUTH_WEST_(ENGLAND),321000,109000
20220922,WALES,321000,190000
18041486,SCOTLAND,322000,670000
16810830,WALES,322000,193000
18842526,SCOTLAND,322000,670000
19669044,SOUTH_WEST_(ENGLAND),323000,126000
20323881,SOUTH_WEST_(ENGLAND),324000,125000
16582443,SOUTH_WEST_(ENGLAND),324000,124000
19662065,SOUTH_WEST_(ENGLAND),324000,124000
19863991,NORTH_WEST_(ENGLAND),324000,521000
17550086,SOUTH_WEST_(ENGLAND),324000,128000
18048925,WEST_MIDLANDS_(ENGLAND),325000,282000
8431938,SCOTLAND,325000,642000
20222334,SCOTLAND,326000,677000
19747407,NORTH_WEST_(ENGLAND),326000,380000
18374473,WEST_MIDLANDS_(ENGLAND),326000,284000
17077711,WALES,327000,352000
19977206,WEST_MIDLANDS_(ENGLAND),327000,283000
15630637,SCOTLAND,328000,863000
18557458,SOUTH_WEST_(ENGLAND),328000,138000
8609532,SOUTH_WEST_(ENGLAND),328000,138000
20187767,WALES,329000,202000
20311150,SCOTLAND,329000,698000
19693259,WALES,329000,207000
19144882,WEST_MIDLANDS_(ENGLAND),329000,250000
17716642,WEST_MIDLANDS_(ENGLAND),329000,250000
19808834,SCOTLAND,330000,1026000
19691595,SOUTH_WEST_(ENGLAND),330000,143000
20187282,WALES,330000,207000
18994533,NORTH_WEST_(ENGLAND),330000,377000
16586276,WEST_MIDLANDS_(ENGLAND),330000,281000
19662196,SOUTH_WEST_(ENGLAND),331000,102000
20012744,SCOTLAND,331000,813000
14411807,WEST_MIDLANDS_(ENGLAND),331000,250000
19971031,NORTH_WEST_(ENGLAND),331000,412000
19091578,NORTH_WEST_(ENGLAND),331000,413000
16626245,NORTH_WEST_(ENGLAND),331000,413000
20329205,SOUTH_WEST_(ENGLAND),332000,158000
17782105,NORTH_WEST_(ENGLAND),332000,416000
17718370,SCOTLAND,332000,666000
16938997,SCOTLAND,332000,1018000
20342759,SCOTLAND,332000,840000
20064139,SOUTH_WEST_(ENGLAND),333000,138000
20294723,NORTH_WEST_(ENGLAND),333000,386000
18304239,NORTH_WEST_(ENGLAND),333000,386000
17719634,SCOTLAND,333000,865000
19709546,SCOTLAND,333000,865000
18997323,WALES,334000,221000
19709615,SCOTLAND,334000,861000
17719642,SCOTLAND,334000,861000
17773874,NORTH_WEST_(ENGLAND),334000,416000
19663992,SOUTH_WEST_(ENGLAND),334000,137000
19873799,SOUTH_WEST_(ENGLAND),334000,150000
17550147,SOUTH_WEST_(ENGLAND),334000,128000
16582538,WALES,335000,184000
19664772,SCOTLAND,335000,1027000
19150093,NORTH_WEST_(ENGLAND),335000,417000
20319572,SOUTH_WEST_(ENGLAND),335000,108000
17610276,SOUTH_WEST_(ENGLAND),336000,132000
19823994,SOUTH_WEST_(ENGLAND),336000,124000
18052552,NORTH_WEST_(ENGLAND),337000,388000
17909694,NORTH_WEST_(ENGLAND),338000,476000
17766848,NORTH_WEST_(ENGLAND),340000,422000
18994517,WALES,340000,189000
16970224,SOUTH_WEST_(ENGLAND),341000,108000
20295057,SOUTH_WEST_(ENGLAND),341000,107000
19621722,NORTH_WEST_(ENGLAND),342000,361000
19873292,SOUTH_WEST_(ENGLAND),342000,169000
17428241,SOUTH_WEST_(ENGLAND),342000,94000
18251171,SCOTLAND,342000,660000
19695123,NORTH_WEST_(ENGLAND),342000,491000
19665386,NORTH_WEST_(ENGLAND),342000,430000
18447647,NORTH_WEST_(ENGLAND),342000,430000
20273361,NORTH_WEST_(ENGLAND),343000,463000
19411013,WEST_MIDLANDS_(ENGLAND),343000,315000
18408442,WEST_MIDLANDS_(ENGLAND),343000,315000
19667398,NORTH_WEST_(ENGLAND),343000,412000
20184703,NORTH_WEST_(ENGLAND),343000,492000
20288081,NORTH_WEST_(ENGLAND),343000,464000
16835211,SOUTH_WEST_(ENGLAND),344000,121000
20306513,SOUTH_WEST_(ENGLAND),344000,136000
17716684,WEST_MIDLANDS_(ENGLAND),344000,318000
17217782,NORTH_WEST_(ENGLAND),344000,484000
19682220,NORTH_WEST_(ENGLAND),344000,500000
16584136,WEST_MIDLANDS_(ENGLAND),344000,301000
19695563,WEST_MIDLANDS_(ENGLAND),344000,301000
19830888,WALES,345000,208000
19669216,NORTH_WEST_(ENGLAND),345000,371000
18427806,NORTH_WEST_(ENGLAND),345000,362000
19669218,SCOTLAND,346000,1011000
19896455,WALES,346000,190000
18768183,NORTH_WEST_(ENGLAND),346000,522000
15996789,NORTH_WEST_(ENGLAND),346000,522000
18638914,NORTH_WEST_(ENGLAND),346000,504000
19669196,NORTH_WEST_(ENGLAND),346000,505000
20314522,WEST_MIDLANDS_(ENGLAND),346000,294000
19670207,SOUTH_WEST_(ENGLAND),346000,172000
18498610,WEST_MIDLANDS_(ENGLAND),347000,324000
19664234,NORTH_WEST_(ENGLAND),347000,461000
17717511,SCOTLAND,347000,805000
19856495,SOUTH_WEST_(ENGLAND),347000,92000
16596690,SCOTLAND,347000,735000
18986705,SOUTH_WEST_(ENGLAND),347000,92000
18310234,WALES,347000,190000
18756973,NORTH_WEST_(ENGLAND),348000,527000
19788887,SOUTH_WEST_(ENGLAND),348000,168000
19669213,NORTH_WEST_(ENGLAND),348000,348000
18609630,NORTH_WEST_(ENGLAND),348000,348000
19843740,NORTH_WEST_(ENGLAND),348000,423000
17716918,SOUTH_WEST_(ENGLAND),348000,168000
18529306,NORTH_WEST_(ENGLAND),349000,413000
19716010,NORTH_WEST_(ENGLAND),349000,446000
15443298,NORTH_WEST_(ENGLAND),349000,446000
20195831,NORTH_WEST_(ENGLAND),349000,376000
20062405,NORTH_WEST_(ENGLAND),349000,411000
19741512,NORTH_WEST_(ENGLAND),349000,345000
19888344,SOUTH_WEST_(ENGLAND),349000,118000
17718036,NORTH_WEST_(ENGLAND),350000,414000
20307595,NORTH_WEST_(ENGLAND),350000,445000
19902826,WEST_MIDLANDS_(ENGLAND),350000,316000
19683850,NORTH_WEST_(ENGLAND),350000,415000
15209446,NORTH_WEST_(ENGLAND),350000,476000
20134577,WALES,350000,205000
18996358,NORTH_WEST_(ENGLAND),350000,487000
19788322,NORTH_WEST_(ENGLAND),350000,495000
16976417,NORTH_WEST_(ENGLAND),350000,415000
17546508,NORTH_WEST_(ENGLAND),351000,411000
19693605,NORTH_WEST_(ENGLAND),351000,411000
18988831,WALES,351000,207000
9461637,SCOTLAND,352000,810000
20118882,NORTH_WEST_(ENGLAND),352000,478000
19541508,SCOTLAND,352000,824000
16710732,SCOTLAND,352000,824000
18668757,SCOTLAND,352000,809000
19732687,WALES,352000,206000
17775590,WALES,352000,206000
20214492,NORTH_WEST_(ENGLAND),353000,435000
20120316,WEST_MIDLANDS_(ENGLAND),353000,232000
19662294,SOUTH_WEST_(ENGLAND),353000,176000
19776497,WALES,354000,206000
17716722,SOUTH_WEST_(ENGLAND),354000,105000
17720231,SCOTLAND,354000,846000
19662804,NORTH_WEST_(ENGLAND),355000,416000
16582698,NORTH_WEST_(ENGLAND),355000,491000
18994491,SOUTH_WEST_(ENGLAND),355000,180000
19667220,NORTH_WEST_(ENGLAND),355000,418000
18307040,WEST_MIDLANDS_(ENGLAND),356000,238000
19814149,SCOTLAND,356000,634000
17720598,WEST_MIDLANDS_(ENGLAND),356000,229000
18661416,WEST_MIDLANDS_(ENGLAND),356000,229000
18249406,NORTH_WEST_(ENGLAND),357000,391000
18464945,SOUTH_WEST_(ENGLAND),358000,104000
19669003,NORTH_WEST_(ENGLAND),358000,436000
16584307,NORTH_WEST_(ENGLAND),359000,407000
17799621,SOUTH_WEST_(ENGLAND),359000,208000
17780213,SOUTH_WEST_(ENGLAND),359000,98000
18305192,WEST_MIDLANDS_(ENGLAND),360000,223000
16585976,WEST_MIDLANDS_(ENGLAND),360000,322000
19903324,NORTH_WEST_(ENGLAND),360000,403000
18042435,SOUTH_WEST_(ENGLAND),360000,206000
18658377,NORTH_WEST_(ENGLAND),360000,407000
16584668,SOUTH_WEST_(ENGLAND),361000,173000
17742498,WEST_MIDLANDS_(ENGLAND),362000,231000
18358049,NORTH_WEST_(ENGLAND),362000,397000
19072310,NORTH_WEST_(ENGLAND),363000,378000
16684283,NORTH_WEST_(ENGLAND),363000,378000
20309389,NORTH_WEST_(ENGLAND),363000,414000
15301611,NORTH_WEST_(ENGLAND),363000,396000
18994045,NORTH_WEST_(ENGLAND),363000,396000
18302178,SOUTH_WEST_(ENGLAND),363000,124000
18308100,SOUTH_WEST_(ENGLAND),364000,207000
20185943,NORTH_WEST_(ENGLAND),364000,412000
17788809,WEST_MIDLANDS_(ENGLAND),364000,222000
17908802,SOUTH_WEST_(ENGLAND),364000,131000
16583338,WEST_MIDLANDS_(ENGLAND),364000,244000
18041602,NORTH_WEST_(ENGLAND),365000,475000
19348964,SCOTLAND,365000,617000
20239841,NORTH_WEST_(ENGLAND),366000,491000
19663396,NORTH_WEST_(ENGLAND),366000,431000
20062764,NORTH_WEST_(ENGLAND),366000,466000
16582529,NORTH_WEST_(ENGLAND),366000,466000
17717693,NORTH_WEST_(ENGLAND),366000,507000
17776781,SOUTH_WEST_(ENGLAND),366000,141000
19663266,SOUTH_WEST_(ENGLAND),366000,154000
19977078,NORTH_WEST_(ENGLAND),366000,401000
19665661,SOUTH_WEST_(ENGLAND),367000,101000
18060991,NORTH_WEST_(ENGLAND),367000,399000
16763825,NORTH_WEST_(ENGLAND),367000,401000
18460997,SOUTH_WEST_(ENGLAND),367000,177000
19866295,WEST_MIDLANDS_(ENGLAND),367000,267000
17718366,SOUTH_WEST_(ENGLAND),367000,177000
17719608,SOUTH_WEST_(ENGLAND),367000,143000
19698925,NORTH_WEST_(ENGLAND),367000,521000
20268532,NORTH_WEST_(ENGLAND),367000,521000
12730433,WEST_MIDLANDS_(ENGLAND),367000,276000
18042021,SOUTH_WEST_(ENGLAND),368000,203000
19864666,SOUTH_WEST_(ENGLAND),368000,181000
19690050,WEST_MIDLANDS_(ENGLAND),368000,276000
19663324,WEST_MIDLANDS_(ENGLAND),368000,227000
17791204,SCOTLAND,368000,610000
18618694,SOUTH_WEST_(ENGLAND),369000,73000
16763832,NORTH_WEST_(ENGLAND),369000,398000
20325705,NORTH_WEST_(ENGLAND),370000,451000
19071145,SOUTH_WEST_(ENGLAND),370000,127000
17717572,SOUTH_WEST_(ENGLAND),370000,223000
18778444,SOUTH_WEST_(ENGLAND),370000,223000
19669152,SOUTH_WEST_(ENGLAND),370000,72000
19707197,SCOTLAND,370000,630000
17716708,WEST_MIDLANDS_(ENGLAND),370000,250000
20294659,SOUTH_WEST_(ENGLAND),370000,180000
18495196,WEST_MIDLANDS_(ENGLAND),370000,339000
16584146,WEST_MIDLANDS_(ENGLAND),370000,339000
19664071,NORTH_WEST_(ENGLAND),370000,436000
18004296,NORTH_WEST_(ENGLAND),370000,436000
20133289,SCOTLAND,370000,630000
19662371,SOUTH_WEST_(ENGLAND),371000,224000
17716768,SOUTH_WEST_(ENGLAND),371000,224000
18058471,SCOTLAND,371000,826000
18657357,SCOTLAND,371000,861000
19662066,SCOTLAND,371000,861000
18331629,WEST_MIDLANDS_(ENGLAND),371000,254000
18042269,WEST_MIDLANDS_(ENGLAND),371000,254000
16909476,NORTH_WEST_(ENGLAND),372000,425000
20011078,NORTH_WEST_(ENGLAND),372000,422000
18303581,WEST_MIDLANDS_(ENGLAND),373000,247000
19002509,YORKSHIRE_AND_THE_HUMBER,373000,471000
18998595,SOUTH_WEST_(ENGLAND),373000,227000
15401457,NORTH_WEST_(ENGLAND),374000,381000
17763476,WEST_MIDLANDS_(ENGLAND),374000,257000
18310216,NORTH_WEST_(ENGLAND),374000,442000
16582700,NORTH_WEST_(ENGLAND),375000,449000
17529739,NORTH_WEST_(ENGLAND),375000,409000
19666184,SOUTH_WEST_(ENGLAND),375000,118000
19773400,SCOTLAND,375000,821000
18710787,SCOTLAND,375000,821000
19961251,WEST_MIDLANDS_(ENGLAND),376000,249000
17717869,SCOTLAND,378000,626000
19071108,SCOTLAND,378000,626000
19002141,SOUTH_WEST_(ENGLAND),378000,187000
20164162,NORTH_WEST_(ENGLAND),378000,444000
18536109,NORTH_WEST_(ENGLAND),378000,444000
20278781,SOUTH_WEST_(ENGLAND),379000,167000
17716620,NORTH_WEST_(ENGLAND),379000,399000
18042087,NORTH_EAST_(ENGLAND),379000,586000
19884916,NORTH_WEST_(ENGLAND),380000,400000
20094306,NORTH_WEST_(ENGLAND),380000,381000
20271249,NORTH_WEST_(ENGLAND),381000,406000
18041740,SCOTLAND,381000,860000
20256353,NORTH_WEST_(ENGLAND),381000,427000
15501753,NORTH_WEST_(ENGLAND),381000,434000
16584620,SOUTH_WEST_(ENGLAND),382000,132000
18041813,NORTH_EAST_(ENGLAND),382000,556000
16554061,SOUTH_WEST_(ENGLAND),382000,205000
18465250,SOUTH_WEST_(ENGLAND),382000,96000
17717536,SOUTH_WEST_(ENGLAND),382000,96000
19876644,NORTH_WEST_(ENGLAND),383000,438000
18903167,NORTH_WEST_(ENGLAND),383000,438000
18196275,WEST_MIDLANDS_(ENGLAND),383000,276000
18994237,SOUTH_WEST_(ENGLAND),383000,100000
19964230,WEST_MIDLANDS_(ENGLAND),383000,251000
19665403,NORTH_WEST_(ENGLAND),383000,432000
17716641,SOUTH_WEST_(ENGLAND),383000,113000
20246127,NORTH_WEST_(ENGLAND),384000,435000
19537668,SOUTH_WEST_(ENGLAND),384000,204000
16800918,NORTH_WEST_(ENGLAND),384000,382000
19903936,SOUTH_WEST_(ENGLAND),384000,95000
17717121,WEST_MIDLANDS_(ENGLAND),385000,254000
18936245,WEST_MIDLANDS_(ENGLAND),385000,254000
19967657,WEST_MIDLANDS_(ENGLAND),385000,344000
19662446,SCOTLAND,386000,858000
20164175,NORTH_WEST_(ENGLAND),386000,431000
18784394,NORTH_WEST_(ENGLAND),386000,431000
18059232,WEST_MIDLANDS_(ENGLAND),386000,264000
19666925,WEST_MIDLANDS_(ENGLAND),386000,264000
18871089,WEST_MIDLANDS_(ENGLAND),387000,293000
20283766,SOUTH_WEST_(ENGLAND),387000,216000
14982370,NORTH_WEST_(ENGLAND),387000,375000
19864616,WEST_MIDLANDS_(ENGLAND),388000,262000
18994987,SOUTH_WEST_(ENGLAND),388000,131000
20300354,NORTH_WEST_(ENGLAND),388000,436000
19662539,SCOTLAND,388000,662000
20295397,NORTH_WEST_(ENGLAND),389000,441000
17719512,SOUTH_WEST_(ENGLAND),389000,168000
19819130,NORTH_EAST_(ENGLAND),389000,577000
20037893,SCOTLAND,389000,803000
19665299,SOUTH_WEST_(ENGLAND),390000,108000
17779753,SCOTLAND,390000,805000
20152918,SCOTLAND,390000,801000
20247923,NORTH_WEST_(ENGLAND),390000,388000
17717720,WEST_MIDLANDS_(ENGLAND),390000,350000
20321407,SOUTH_WEST_(ENGLAND),390000,88000
18617747,YORKSHIRE_AND_THE_HUMBER,391000,426000
20294392,YORKSHIRE_AND_THE_HUMBER,391000,426000
18937854,WEST_MIDLANDS_(ENGLAND),391000,253000
18311843,WEST_MIDLANDS_(ENGLAND),391000,253000
18960369,NORTH_WEST_(ENGLAND),392000,390000
20251129,NORTH_WEST_(ENGLAND),392000,399000
19864442,WEST_MIDLANDS_(ENGLAND),392000,313000
20041642,WEST_MIDLANDS_(ENGLAND),392000,282000
18725613,SOUTH_WEST_(ENGLAND),393000,174000
15446284,WEST_MIDLANDS_(ENGLAND),393000,334000
19884941,WEST_MIDLANDS_(ENGLAND),394000,348000
19662096,SOUTH_WEST_(ENGLAND),394000,101000
17717084,YORKSHIRE_AND_THE_HUMBER,395000,430000
18989788,NORTH_WEST_(ENGLAND),395000,399000
16583128,YORKSHIRE_AND_THE_HUMBER,395000,430000
20189194,YORKSHIRE_AND_THE_HUMBER,395000,498000
20093450,WEST_MIDLANDS_(ENGLAND),396000,338000
20294272,WEST_MIDLANDS_(ENGLAND),396000,264000
18312942,SOUTH_WEST_(ENGLAND),396000,164000
17768051,WEST_MIDLANDS_(ENGLAND),397000,300000
18492496,SOUTH_WEST_(ENGLAND),397000,228000
20019229,SCOTLAND,397000,821000
19787417,SOUTH_WEST_(ENGLAND),397000,228000
19669239,WEST_MIDLANDS_(ENGLAND),397000,339000
19662671,YORKSHIRE_AND_THE_HUMBER,397000,427000
17967071,YORKSHIRE_AND_THE_HUMBER,397000,427000
16624243,YORKSHIRE_AND_THE_HUMBER,398000,427000
18041525,WEST_MIDLANDS_(ENGLAND),398000,301000
17541664,WEST_MIDLANDS_(ENGLAND),398000,352000
20175449,YORKSHIRE_AND_THE_HUMBER,398000,427000
18567547,SOUTH_WEST_(ENGLAND),399000,161000
19913938,WEST_MIDLANDS_(ENGLAND),399000,284000
20049361,WEST_MIDLANDS_(ENGLAND),399000,357000
19869134,SOUTH_WEST_(ENGLAND),399000,94000
19864580,NORTH_EAST_(ENGLAND),399000,522000
19662538,YORKSHIRE_AND_THE_HUMBER,399000,427000
16583094,YORKSHIRE_AND_THE_HUMBER,399000,427000
19664635,WEST_MIDLANDS_(ENGLAND),400000,346000
15624022,NORTH_EAST_(ENGLAND),400000,553000
16582458,SOUTH_WEST_(ENGLAND),400000,158000
20067450,YORKSHIRE_AND_THE_HUMBER,400000,429000
18442604,YORKSHIRE_AND_THE_HUMBER,400000,429000
18497292,SOUTH_WEST_(ENGLAND),400000,186000
18045048,SOUTH_WEST_(ENGLAND),400000,186000
18051326,WEST_MIDLANDS_(ENGLAND),400000,248000
18302394,SOUTH_WEST_(ENGLAND),401000,162000
18996332,WEST_MIDLANDS_(ENGLAND),401000,289000
17773631,YORKSHIRE_AND_THE_HUMBER,401000,446000
19769393,SOUTH_WEST_(ENGLAND),401000,194000
17900978,NORTH_EAST_(ENGLAND),401000,550000
16773237,EAST_MIDLANDS_(ENGLAND),402000,393000
14295346,WEST_MIDLANDS_(ENGLAND),402000,285000
17767044,SOUTH_WEST_(ENGLAND),402000,223000
18886231,SCOTLAND,402000,840000
16548525,SCOTLAND,402000,840000
19670650,EAST_MIDLANDS_(ENGLAND),402000,387000
15016003,WEST_MIDLANDS_(ENGLAND),402000,350000
18472210,WEST_MIDLANDS_(ENGLAND),403000,273000
18162130,EAST_MIDLANDS_(ENGLAND),403000,396000
19669729,WEST_MIDLANDS_(ENGLAND),403000,285000
18087936,WEST_MIDLANDS_(ENGLAND),404000,298000
18669023,WEST_MIDLANDS_(ENGLAND),404000,298000
17717653,SOUTH_WEST_(ENGLAND),405000,94000
20214191,SOUTH_WEST_(ENGLAND),405000,99000
19665684,SOUTH_WEST_(ENGLAND),405000,178000
19663209,NORTH_EAST_(ENGLAND),405000,552000
18870203,SOUTH_WEST_(ENGLAND),405000,164000
17717122,EAST_MIDLANDS_(ENGLAND),405000,374000
19663321,SOUTH_WEST_(ENGLAND),406000,96000
19867506,NORTH_EAST_(ENGLAND),406000,596000
20296784,WEST_MIDLANDS_(ENGLAND),406000,258000
18994423,YORKSHIRE_AND_THE_HUMBER,406000,418000
15174114,YORKSHIRE_AND_THE_HUMBER,406000,418000
15410194,WEST_MIDLANDS_(ENGLAND),407000,294000
14056686,NORTH_EAST_(ENGLAND),407000,616000
